2.163588390501319236e-01,6.332453825857520258e-02,1.372031662269129204e-01,1.794195250659630647e-01,1.081794195250659618e-01,8.970976253298153236e-02,8.970976253298153236e-02,3.693931398416886586e-02,2.638522427440633325e-02,2.638522427440633325e-02,2.110817941952506521e-02,5.277044854881266303e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.845115170770452478e-02,1.032565528196981719e-01,2.716441620333597817e-01,1.652104845115170695e-01,8.022239872915011560e-02,8.578236695790310284e-02,9.531374106433677940e-02,4.130262112787926737e-02,3.812549642573471315e-02,5.083399523431294392e-02,1.032565528196981684e-02,4.765687053216839143e-03,1.588562351072279498e-03,7.942811755361397488e-04,2.382843526608419572e-03
2.977487291212781509e-02,1.060275962236746500e-01,1.532316630355846088e-01,1.684822076978939598e-01,1.365286855482933936e-01,1.082062454611474184e-01,1.299927378358750885e-01,5.083514887436456353e-02,5.374001452432825010e-02,3.921568627450980338e-02,1.161946259985475668e-02,9.440813362381990023e-03,7.262164124909222928e-04,2.178649237472767095e-03,0.000000000000000000e+00
4.949494949494949447e-02,2.333333333333333370e-01,2.373737373737373757e-01,1.383838383838383868e-01,7.878787878787878174e-02,6.666666666666666574e-02,8.888888888888889228e-02,2.222222222222222307e-02,4.747474747474747514e-02,2.525252525252525207e-02,1.010101010101010100e-03,7.070707070707071135e-03,2.020202020202020200e-03,2.020202020202020200e-03,0.000000000000000000e+00
3.770491803278688825e-02,3.442622950819672067e-01,2.295081967213114804e-01,1.508196721311475530e-01,7.049180327868852236e-02,3.770491803278688825e-02,4.590163934426229331e-02,3.606557377049180585e-02,2.131147540983606425e-02,1.147540983606557333e-02,4.918032786885246331e-03,8.196721311475410263e-03,1.639344262295081966e-03,0.000000000000000000e+00,0.000000000000000000e+00
6.191369606003752080e-02,2.626641651031895175e-01,1.894934333958724071e-01,1.313320825515947587e-01,6.566604127579737937e-02,9.756097560975610095e-02,8.255159474671669440e-02,2.063789868667917360e-02,3.939962476547842485e-02,1.876172607879925125e-02,1.876172607879925125e-02,7.504690431519699806e-03,1.876172607879924951e-03,1.876172607879924951e-03,0.000000000000000000e+00
6.510851419031719878e-02,1.803005008347245419e-01,1.736227045075125208e-01,1.051752921535893115e-01,6.010016694490818295e-02,6.176961602671118823e-02,5.676126878130217240e-02,6.844741235392320933e-02,1.636060100166945031e-01,3.672787979966610911e-02,1.335559265442404046e-02,1.168614357262103519e-02,3.338898163606010116e-03,0.000000000000000000e+00,0.000000000000000000e+00
4.477611940298507204e-02,1.940298507462686617e-01,2.388059701492537268e-01,1.492537313432835688e-01,6.716417910447761153e-02,7.835820895522388474e-02,1.305970149253731227e-01,7.462686567164178962e-03,4.477611940298507204e-02,2.238805970149253602e-02,7.462686567164178962e-03,1.119402985074626801e-02,3.731343283582089481e-03,0.000000000000000000e+00,0.000000000000000000e+00
6.647398843930635293e-02,3.612716763005780485e-01,1.820809248554913218e-01,7.514450867052023531e-02,5.780346820809248443e-02,7.803468208092485814e-02,5.491329479768786159e-02,6.936416184971097576e-02,2.601156069364161938e-02,1.445086705202312111e-02,5.780346820809248269e-03,5.780346820809248269e-03,2.890173410404624135e-03,0.000000000000000000e+00,0.000000000000000000e+00
4.651162790697674354e-02,2.325581395348837177e-01,2.139534883720930203e-01,1.534883720930232676e-01,1.674418604651162767e-01,3.255813953488372048e-02,4.651162790697674354e-02,1.860465116279069742e-02,3.255813953488372048e-02,3.255813953488372048e-02,4.651162790697674354e-03,1.395348837209302306e-02,0.000000000000000000e+00,4.651162790697674354e-03,0.000000000000000000e+00
3.076923076923077094e-02,2.615384615384615530e-01,1.538461538461538547e-01,1.384615384615384692e-01,1.692307692307692402e-01,1.538461538461538547e-02,6.153846153846154188e-02,4.615384615384615641e-02,4.615384615384615641e-02,1.538461538461538547e-02,1.538461538461538547e-02,3.076923076923077094e-02,1.538461538461538547e-02,0.000000000000000000e+00,0.000000000000000000e+00
5.263157894736841813e-02,2.807017543859648967e-01,1.403508771929824483e-01,1.754385964912280604e-01,3.508771929824561209e-02,1.052631578947368363e-01,5.263157894736841813e-02,3.508771929824561209e-02,3.508771929824561209e-02,5.263157894736841813e-02,0.000000000000000000e+00,3.508771929824561209e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.333333333333332871e-02,3.333333333333333148e-01,8.333333333333332871e-02,1.666666666666666574e-01,0.000000000000000000e+00,8.333333333333332871e-02,0.000000000000000000e+00,8.333333333333332871e-02,8.333333333333332871e-02,0.000000000000000000e+00,0.000000000000000000e+00,8.333333333333332871e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.000000000000000000e-01,1.250000000000000000e-01,0.000000000000000000e+00,1.250000000000000000e-01,1.250000000000000000e-01,1.250000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,6.666666666666666297e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.333333333333333148e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
