2.226890756302521146e-01,1.260504201680672232e-01,1.617647058823529493e-01,1.638655462184873957e-01,1.050420168067226906e-01,7.563025210084033112e-02,6.302521008403361158e-02,1.890756302521008278e-02,2.521008403361344602e-02,1.470588235294117627e-02,1.680672268907562952e-02,6.302521008403361505e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712369597615499339e-02,1.222056631892697448e-01,1.752608047690014936e-01,2.134128166915052194e-01,1.266766020864381614e-01,9.806259314456035325e-02,8.763040238450074682e-02,6.080476900149031638e-02,4.441132637853949239e-02,2.742175856929955288e-02,1.311475409836065573e-02,2.384500745156482859e-03,2.980625931445603574e-04,2.980625931445603574e-04,8.941877794336810722e-04
1.794974072596729198e-02,1.723175109692859919e-01,1.232548863183087345e-01,1.443956920622257722e-01,1.563621858795372910e-01,1.164738731551655387e-01,1.084962106102911883e-01,6.461906661348225389e-02,5.185480654168328485e-02,2.752293577981651529e-02,7.977662544874352182e-03,6.781013163143199268e-03,3.988831272437175657e-04,1.595532508974870263e-03,0.000000000000000000e+00
2.124833997343957351e-02,2.607348384240814609e-01,2.107127047366091077e-01,1.425409473218238188e-01,1.004869411243913269e-01,8.499335989375829403e-02,6.241699867197875173e-02,4.249667994687914702e-02,3.585657370517928572e-02,2.965914121292607258e-02,3.541389995573262540e-03,2.656042496679946689e-03,1.328021248339973344e-03,8.853474988933156351e-04,4.426737494466578176e-04
2.653301886792452935e-02,3.148584905660377631e-01,1.916273584905660299e-01,1.291273584905660299e-01,1.090801886792452796e-01,9.198113207547169157e-02,3.891509433962263981e-02,4.481132075471697812e-02,2.299528301886792289e-02,2.181603773584905523e-02,4.127358490566037687e-03,3.537735849056603855e-03,0.000000000000000000e+00,5.896226415094339398e-04,0.000000000000000000e+00
1.618578465869106170e-02,3.054187192118226757e-01,1.639690358902181622e-01,1.372273047149894509e-01,1.006333567909922649e-01,1.189303307529908510e-01,3.377902885292047991e-02,6.755805770584095982e-02,2.744546094299788949e-02,1.055594651653764954e-02,9.852216748768473017e-03,5.629838142153413029e-03,1.407459535538353257e-03,1.407459535538353257e-03,0.000000000000000000e+00
3.931451612903225784e-02,2.500000000000000000e-01,1.522177419354838745e-01,1.058467741935483902e-01,9.274193548387096864e-02,9.778225806451612545e-02,4.233870967741935193e-02,6.955645161290321954e-02,1.058467741935483902e-01,2.419354838709677352e-02,9.072580645161290938e-03,7.056451612903225611e-03,4.032258064516128920e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.360248447204969097e-02,3.366459627329192461e-01,1.739130434782608647e-01,1.652173913043478160e-01,9.689440993788819845e-02,6.086956521739130682e-02,6.583850931677018292e-02,3.602484472049689163e-02,1.863354037267080793e-02,1.242236024844720413e-02,6.211180124223602064e-03,2.484472049689441086e-03,1.242236024844720543e-03,0.000000000000000000e+00,0.000000000000000000e+00
6.199021207177814186e-02,3.197389885807503940e-01,1.924959216965742292e-01,8.156606851549755288e-02,6.851549755301794553e-02,1.125611745513866169e-01,4.078303425774877644e-02,6.688417618270799114e-02,3.262642740619901838e-02,1.141924959216965817e-02,6.525285481239804543e-03,1.631321370309951136e-03,1.631321370309951136e-03,1.631321370309951136e-03,0.000000000000000000e+00
3.801169590643274643e-02,2.777777777777777901e-01,1.842105263157894635e-01,1.461988304093567170e-01,1.345029239766081797e-01,5.555555555555555247e-02,2.923976608187134341e-02,4.385964912280701511e-02,4.970760233918128379e-02,2.339181286549707472e-02,2.923976608187134341e-03,8.771929824561403022e-03,2.923976608187134341e-03,2.923976608187134341e-03,0.000000000000000000e+00
4.098360655737704611e-02,3.442622950819672067e-01,1.721311475409836034e-01,1.475409836065573743e-01,1.065573770491803213e-01,4.098360655737704611e-02,4.098360655737704611e-02,4.098360655737704611e-02,3.278688524590164105e-02,1.639344262295082053e-02,1.639344262295082053e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.838709677419354704e-02,4.838709677419354982e-01,8.064516129032257841e-02,1.129032258064516098e-01,1.612903225806451568e-02,8.064516129032257841e-02,6.451612903225806273e-02,3.225806451612903136e-02,1.612903225806451568e-02,4.838709677419354704e-02,0.000000000000000000e+00,1.612903225806451568e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.142857142857142461e-02,3.571428571428571508e-01,0.000000000000000000e+00,2.142857142857142738e-01,7.142857142857142461e-02,1.428571428571428492e-01,0.000000000000000000e+00,7.142857142857142461e-02,7.142857142857142461e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.833333333333333703e-01,1.666666666666666574e-01,0.000000000000000000e+00,8.333333333333332871e-02,8.333333333333332871e-02,8.333333333333332871e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.500000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
